epoch,grad_norm,learning_rate,loss,step,eval_accuracy,eval_loss,eval_macro_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_weighted_f1,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.08726003490401396,21.476078033447266,1.942990110529378e-05,2.5103384399414064,50,,,,,,,,,,,,
0.17452006980802792,35.52505874633789,1.8848167539267016e-05,1.9502584838867187,100,,,,,,,,,,,,
0.2617801047120419,26.41549301147461,1.826643397324026e-05,1.8555181884765626,150,,,,,,,,,,,,
0.34904013961605584,18.600852966308594,1.76847004072135e-05,1.7476190185546876,200,,,,,,,,,,,,
0.4363001745200698,31.789573669433594,1.710296684118674e-05,1.6136749267578125,250,,,,,,,,,,,,
0.5235602094240838,25.355812072753906,1.6521233275159978e-05,1.6761680603027345,300,,,,,,,,,,,,
0.6108202443280978,14.627391815185547,1.5939499709133218e-05,1.656578369140625,350,,,,,,,,,,,,
0.6980802792321117,22.824012756347656,1.5357766143106458e-05,1.599728546142578,400,,,,,,,,,,,,
0.7853403141361257,21.249338150024414,1.47760325770797e-05,1.560958709716797,450,,,,,,,,,,,,
0.8726003490401396,17.953622817993164,1.419429901105294e-05,1.6182345581054687,500,,,,,,,,,,,,
0.9598603839441536,22.859830856323242,1.361256544502618e-05,1.4979736328125,550,,,,,,,,,,,,
1.0,,,,573,0.6885496183206107,0.7710976600646973,0.5477516020554939,2.2119,592.256,37.073,0.6857273067692862,,,,,
1.0471204188481675,23.291990280151367,1.3030831878999419e-05,1.375778350830078,600,,,,,,,,,,,,
1.1343804537521816,13.106943130493164,1.244909831297266e-05,1.2370333862304688,650,,,,,,,,,,,,
1.2216404886561953,23.822805404663086,1.18673647469459e-05,1.1944954681396485,700,,,,,,,,,,,,
1.3089005235602094,30.116409301757812,1.1285631180919142e-05,1.1637455749511718,750,,,,,,,,,,,,
1.3961605584642234,34.054405212402344,1.070389761489238e-05,1.2202824401855468,800,,,,,,,,,,,,
1.4834205933682374,31.646530151367188,1.0122164048865621e-05,1.111251220703125,850,,,,,,,,,,,,
1.5706806282722514,27.24078369140625,9.540430482838861e-06,1.1144772338867188,900,,,,,,,,,,,,
1.6579406631762654,33.716766357421875,8.958696916812101e-06,1.1013434600830079,950,,,,,,,,,,,,
1.7452006980802792,23.832815170288086,8.37696335078534e-06,1.145707550048828,1000,,,,,,,,,,,,
1.8324607329842932,23.78978729248047,7.79522978475858e-06,1.139702606201172,1050,,,,,,,,,,,,
1.919720767888307,22.239290237426758,7.213496218731821e-06,1.0905651092529296,1100,,,,,,,,,,,,
2.0,,,,1146,0.716793893129771,0.73649662733078,0.6116705458342475,1.9423,674.449,42.217,0.7133899923596972,,,,,
2.006980802792321,23.72535514831543,6.631762652705062e-06,1.1767250823974609,1150,,,,,,,,,,,,
2.094240837696335,22.41107177734375,6.050029086678302e-06,0.7653570556640625,1200,,,,,,,,,,,,
2.181500872600349,20.966463088989258,5.468295520651542e-06,0.8415748596191406,1250,,,,,,,,,,,,
2.268760907504363,16.518766403198242,4.886561954624782e-06,0.75994873046875,1300,,,,,,,,,,,,
2.356020942408377,21.49510955810547,4.304828388598022e-06,0.8515409851074218,1350,,,,,,,,,,,,
2.4432809773123907,42.191123962402344,3.7230948225712628e-06,0.7485428619384765,1400,,,,,,,,,,,,
2.530541012216405,43.33295822143555,3.141361256544503e-06,0.8141751861572266,1450,,,,,,,,,,,,
2.6178010471204187,24.745378494262695,2.5596276905177433e-06,0.9280342102050781,1500,,,,,,,,,,,,
2.7050610820244327,18.787797927856445,1.977894124490983e-06,0.7627616119384766,1550,,,,,,,,,,,,
2.7923211169284468,17.106325149536133,1.3961605584642235e-06,0.8580242919921875,1600,,,,,,,,,,,,
2.8795811518324608,24.58714485168457,8.144269924374637e-07,0.7726436614990234,1650,,,,,,,,,,,,
2.966841186736475,16.554729461669922,2.3269342641070392e-07,0.75196533203125,1700,,,,,,,,,,,,
3.0,,,,1719,0.7175572519083969,0.8115946054458618,0.6079632966498167,1.9788,662.005,41.439,0.7143057188396017,,,,,
3.0,,,,1719,,,,,,,,0.0009,31526076.676,1971024.761,775452847564278.0,0.0
3.0,,,,1719,0.7175572519083969,0.8115946054458618,0.6079632966498167,2.2205,589.946,36.928,0.7143057188396017,,,,,
